principio_activo,unidad_medida,concentracion,unidad_referencia,dosis_toxica_base,sintomas_base,antidoto_manejo_base,estado_validacion,clase_toxicologica,dosis_toxica_corregida,tipo_umbral,manifestaciones_clave,manejo_corregido,antidoto_especifico,fuente_principal,fuente_secundaria,nivel_evidencia,estado_revision,nota_revision,umbral_mgkg_automatizable,etiqueta_umbral,poblacion_umbral,permitir_comparacion_automatica,fecha_revision,id_revision,duplicado_exacto_nombre,orden_duplicado,correccion_clinicamente_relevante
GEMFIBROZILO,mg,900,TABLETA RECUBIERTA.,SDTE/DMax 1500 MG/DIA,"Vértigo, dolor de cabeza; dispepsia, dolor abdominal, diarrea, flatulencia, n...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0279,NO,1,NO
GESTODENO,mcg,75,GRAGEA,SDTE,Gastrointestinales: Náuseas y vómitos Dolor abdominal Distensión abdominal En...,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0280,NO,1,NO
GILTERITINIB,mg,40,TABLETA RECUBIERTA CON PELICULA,SDTE,"Reacciones alérgicas y anafilaxia: Urticaria, Prurito, angioedema, disnea, Sh...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0281,NO,1,NO
GLIBENCLAMIDA,mg,5,TABLETA RECUBIERTA,">0,2MG/KG","Molestias visuales transitorias (al inicio); hipersensibilidad; náuseas, vómi...",MEDIDAS GENERALES,PENDIENTE_VALIDACION,Sulfonilurea,SDTE — incluso una sola tableta puede producir hipoglucemia grave en niños pequeños; no usar un umbral de mg/kg para descartar riesgo.,EXPOSICION_POTENCIALMENTE_SIGNIFICATIVA,"Hipoglucemia prolongada/recidivante, neuroglucopenia, convulsiones, coma.",Glucosa IV si hipoglucemia + octreótido para suprimir liberación de insulina; monitorización prolongada de glucemia. Exposición pediátrica requiere valoración aun con una tableta.,Octreótido (con glucosa para corregir hipoglucemia),https://www.rch.org.au/clinicalguide/guideline_index/Oral_Hypoglycaemic_Poisoning/,,GUIA CLINICA,VALIDADO_POR_CLASE,"El valor original '>0,2MG/KG' no se usa como umbral automatizable.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0282,NO,1,NO
GLICLAZIDA,mg,60,TABLETA RANURADA DE LIBERACION PROLONGADA,SDTE/DMax 240MG/DIA,"Hipoglucemia, dolor abdominal, náuseas, vómitos, dispepsia, diarrea, estreñim...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Sulfonilurea,SDTE — incluso una sola tableta puede producir hipoglucemia grave en niños pequeños; no usar un umbral de mg/kg para descartar riesgo.,EXPOSICION_POTENCIALMENTE_SIGNIFICATIVA,"Hipoglucemia prolongada/recidivante, neuroglucopenia, convulsiones, coma.",Glucosa IV si hipoglucemia + octreótido para suprimir liberación de insulina; monitorización prolongada de glucemia. Exposición pediátrica requiere valoración aun con una tableta.,Octreótido (con glucosa para corregir hipoglucemia),https://www.rch.org.au/clinicalguide/guideline_index/Oral_Hypoglycaemic_Poisoning/,,GUIA CLINICA,VALIDADO_POR_CLASE,,,,Mixta / depende de contexto,NO,2026-09-02,MED-0283,NO,1,NO
GLIMEPIRIDA,mg,2,COMPRIMIDO,SDTE/>6 MG/DIA,"Frecuentes: cefalea, astenia, mareos, hipoglucemia. Poco frecuentes: náusea, ...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Sulfonilurea,SDTE — incluso una sola tableta puede producir hipoglucemia grave en niños pequeños; no usar un umbral de mg/kg para descartar riesgo.,EXPOSICION_POTENCIALMENTE_SIGNIFICATIVA,"Hipoglucemia prolongada/recidivante, neuroglucopenia, convulsiones, coma.",Glucosa IV si hipoglucemia + octreótido para suprimir liberación de insulina; monitorización prolongada de glucemia. Exposición pediátrica requiere valoración aun con una tableta.,Octreótido (con glucosa para corregir hipoglucemia),https://www.rch.org.au/clinicalguide/guideline_index/Oral_Hypoglycaemic_Poisoning/,,GUIA CLINICA,VALIDADO_POR_CLASE,,,,Mixta / depende de contexto,NO,2026-09-02,MED-0284,NO,1,NO
GLUCOSAMINA SULFATO,mg,500,CÁPSULA DURA DE GELATINA VEGETAL,SDTE,"Cefalea, somnolencia; dispepsia; diarrea, estreñimiento, náuseas, dolor abdom...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0285,NO,1,NO
HALOPERIDOL,mg,5,TABLETA RECUBIERTA,>0.5MG/KG,"RIGIDEZ MUSCULAR, FIEBRE, DIAFORESIS, DISFAGIA, TEMBLOR, INCONTINENCIA, CONFU...",DANTROLENO,PENDIENTE_VALIDACION,Antipsicótico,SDTE — no usar una dosis terapéutica máxima como umbral de toxicidad. La toxicidad varía por agente y formulación.,SDTE / CLASE,"Depresión SNC, taquicardia, hipotensión, anticolinergia o síntomas extrapiramidales; algunos agentes prolongan QT o producen arritmia.","Soporte, ECG y vigilancia neurológica/hemodinámica. Tratar hipotensión, convulsiones y distonía según clínica; consultar toxicología en exposición significativa.",Ninguno específico,https://pubmed.ncbi.nlm.nih.gov/37721023/,https://www.rch.org.au/clinicalguide/guideline_index/Risperidone_Poisoning/,CLASE/CONSENSO,VALIDADO_POR_CLASE,El valor original '>0.5MG/KG' no se usa como umbral automatizable. Se corrigió o restringió una recomendación específica de la base original que podía inducir manejo inapropiado si se automatizaba.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0286,NO,1,SI
HESPERIDINA,mg,50,COMPRIMIDO RECUBIERTO,>2G/KG,SINTOMAS GENERALES,MEDIDAS GENERALES,PENDIENTE_VALIDACION,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.  El valor original '>2G/KG' no se usa como umbral automatizable.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0287,NO,1,NO
HIDROCLOROTIAZIDA,mg,12.5,TABLETA RECUBIERTA,SDTE/DT APROX 250MG/KG/DIA,Los efectos adversos son poco frecuentes (<10%) y generalmente están relacion...,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0288,NO,1,NO
HIDROCODONA,mg,5,TABLETA,DL 100 MG/DU,"Triada: Miosis (pupilas puntiformes), Depresión respiratoria, Coma hipoxia y ...",NALOXONA,PENDIENTE_VALIDACION,Opioide,"SDTE — no existe un umbral universal seguro; evaluar por clínica, formulación, tolerancia y coingestas.",SDTE / CLINICO,"Miosis, depresión SNC y respiratoria, bradicardia/hipotensión en gravedad.",Prioridad: ventilación/oxigenación. Naloxona titulada para revertir depresión respiratoria; repetir o infundir según duración del opioide. Observar recurrencia tras naloxona y considerar coingestas.,Naloxona,https://pubmed.ncbi.nlm.nih.gov/37721023/,,GUIA AHA,VALIDADO_POR_CLASE,El valor original 'DL 100 MG/DU' no se usa como umbral automatizable.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0289,NO,1,NO
HIDROCORTISONA,mg,10,TABLETA,SDTE,"leucitosis; aumento presión intracraneal con papiledema en niños, agravamient...",MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0290,NO,1,NO
HIDROMORFONA CLORHIDRATO,mg,2.5,TABLETA,SDTE/RAM >16MG/KG/HRA,"Triada: Miosis (pupilas puntiformes), Depresión respiratoria, Coma hipoxia y ...",NALOXONA,SIN_DOSIS_TOXICA_ESPECIFICA,Opioide,"SDTE — no existe un umbral universal seguro; evaluar por clínica, formulación, tolerancia y coingestas.",SDTE / CLINICO,"Miosis, depresión SNC y respiratoria, bradicardia/hipotensión en gravedad.",Prioridad: ventilación/oxigenación. Naloxona titulada para revertir depresión respiratoria; repetir o infundir según duración del opioide. Observar recurrencia tras naloxona y considerar coingestas.,Naloxona,https://pubmed.ncbi.nlm.nih.gov/37721023/,,GUIA AHA,VALIDADO_POR_CLASE,,,,Mixta / depende de contexto,NO,2026-09-02,MED-0291,NO,1,NO
HIDROSMINA,MG,200,CAPSULA DURA,>5G/KG,SINTOMAS GENERALES,MEDIDAS GENERALES,PENDIENTE_VALIDACION,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.  El valor original '>5G/KG' no se usa como umbral automatizable.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0292,NO,1,NO
HIDROTALCITA,mg,500,COMPRIMIDO MASTICABLE,SDTE/DMax 4G/DIA,SINTOMAS GENERALES,MEDIDAS GENERALES,SIN_DOSIS_TOXICA_ESPECIFICA,Otros / datos específicos limitados,SDTE — sin dosis tóxica humana específica suficientemente validada para automatizar en esta versión.,SDTE,"La sobredosis puede intensificar los efectos farmacológicos y reacciones adversas conocidas. La expresión clínica depende de dosis, formulación, comorbilidades y coingestas.","ABCDE y tratamiento de soporte dirigido a la clínica. ECG, glucemia, electrolitos, función renal/hepática u otras pruebas según mecanismo y síntomas. Ingesta intencional, dosis desconocida, formulación de liberación prolongada o paciente sintomático: evaluación en urgencias y consulta a toxicología/CIT.",Ninguno específico establecido,https://www.rch.org.au/clinicalguide/guideline_index/Poisoning_Initial_Management/,,DATOS_ESPECIFICOS_LIMITADOS,REVISADO_CONSERVADOR,"Se elimina cualquier cifra previa que represente dosis terapéutica máxima, DL50 animal o umbral no sustentado como toxicidad aguda humana.",,,Mixta / depende de contexto,NO,2026-09-02,MED-0293,NO,1,NO
HIDROXICINA CLORHIDRATO,mg,25,TABLETA RECUBIERTA,>75-125 MG/DIA,"mucosas secas y calientes, piel seca, rubor y calor, xerodermia, retención ur...",FISOSTIGMINA (CUANDO HAY SIND. ANTICOLINERGICO),PENDIENTE_VALIDACION,Antihistamínico H1 sedante,"SDTE — no usar un único corte por clase. En pediatría, ingesta >3 veces la dosis diaria máxima o síntomas ameritan evaluación según guía.",UMBRAL_RELATIVO / CLASE,"Anticolinergia, agitación/delirium, somnolencia, convulsiones; algunos producen bloqueo de sodio y QT prolongado.","Soporte, ECG, benzodiacepinas para agitación/convulsiones; bicarbonato si hay evidencia de bloqueo de sodio. Evitar asumir seguridad por ausencia inicial de síntomas en grandes ingestas.",Ninguno específico,https://www.rch.org.au/clinicalguide/guideline_index/Antihistamine_poisoning/,https://pubmed.ncbi.nlm.nih.gov/37721023/,GUIA DE CLASE,VALIDADO_POR_CLASE,El valor original '>75-125 MG/DIA' no se usa como umbral automatizable.,,,Mixta / depende de contexto,NO,2026-09-02,MED-0294,NO,1,NO
